Fuel_Type,Fuel_Price_per_Litre,Distance_km,Fuel_Consumption_L_per_100km
Petrol,105.70,195.6,8.74
Diesel,98.64,158.0,6.93
Petrol,105.28,251.8,8.64
Diesel,99.38,444.9,7.21
Petrol,101.23,202.7,8.20
Diesel,93.72,101.3,6.43
Petrol,103.41,353.4,8.55
Diesel,103.61,272.0,7.52
Petrol,106.47,133.2,8.81
Diesel,97.66,113.4,6.88
Petrol,105.32,383.3,8.85
Diesel,94.35,324.2,6.57
Petrol,98.79,357.8,8.04
Diesel,101.58,316.2,7.29
Petrol,102.05,485.6,8.43
Diesel,102.01,373.7,7.35
Petrol,98.17,137.4,7.87
Diesel,98.63,188.2,7.00
Petrol,96.03,388.2,7.91
Diesel,101.23,447.8,7.25
Petrol,106.05,146.4,8.68
Diesel,92.83,101.6,6.28
Petrol,108.74,125.2,9.00
Diesel,102.30,126.5,7.21
Petrol,101.64,380.7,8.34
Diesel,101.93,316.0,7.31
Petrol,108.46,456.0,9.12
Diesel,95.90,256.6,6.80
Petrol,106.28,119.8,8.72
Diesel,90.31,223.4,6.24
Petrol,102.28,259.0,8.45
Diesel,90.53,143.8,6.14
Petrol,98.25,192.1,8.04
Diesel,101.92,479.1,7.44
Petrol,106.60,210.7,8.72
Diesel,101.99,185.3,7.25
Petrol,106.86,160.0,8.74
Diesel,94.80,464.7,6.83
Petrol,105.28,218.7,8.72
Diesel,95.69,287.1,6.80
Petrol,105.33,455.3,8.87
Diesel,101.99,272.1,7.33
Petrol,104.17,246.2,8.60
Diesel,99.36,376.5,7.08
Petrol,103.08,115.4,8.48
Diesel,100.89,365.5,7.18
Petrol,108.77,451.2,9.23
Diesel,103.57,198.6,7.34
Petrol,105.23,142.1,8.63
Diesel,101.14,249.7,7.26
Petrol,105.80,401.9,8.89
Diesel,90.07,174.1,6.05
Petrol,108.13,460.3,9.17
Diesel,95.02,209.0,6.67
Petrol,108.97,142.8,9.00
Diesel,102.19,434.9,7.48
Petrol,96.52,454.1,7.97
Diesel,98.54,297.5,7.01
Petrol,97.66,378.8,8.04
Diesel,98.35,178.9,6.87
Petrol,98.56,415.3,8.21
Diesel,100.91,487.3,7.40
Petrol,103.67,300.2,8.63
Diesel,102.36,464.6,7.49
Petrol,99.75,321.4,8.21
Diesel,103.84,117.1,7.31
Petrol,105.80,415.5,8.81
Diesel,98.57,403.3,7.06
Petrol,98.52,136.2,7.91
Diesel,92.41,454.8,6.51
Petrol,101.84,208.1,8.37
Diesel,97.30,170.4,6.80
Petrol,107.99,158.8,8.85
Diesel,97.31,229.2,6.81
Petrol,96.28,161.8,7.83
Diesel,102.18,236.7,7.37
Petrol,109.78,151.9,9.12
Diesel,97.03,458.6,6.93
Petrol,96.80,328.2,7.81
Diesel,97.03,339.7,6.94
Petrol,105.46,250.1,8.74
Diesel,95.11,286.1,6.69
Petrol,96.83,398.6,7.92
Diesel,91.70,152.8,6.34
Petrol,96.01,171.0,7.72
Diesel,103.04,337.0,7.45
Petrol,103.21,224.0,8.52
Diesel,94.49,175.1,6.59
Petrol,107.68,466.0,9.04
Diesel,94.13,285.8,6.59
Petrol,102.36,241.7,8.41
Diesel,93.65,438.7,6.70
Petrol,106.12,361.9,8.88
Diesel,94.66,424.3,6.72
Petrol,103.87,445.3,8.76
Diesel,100.62,300.7,7.23
Petrol,109.20,150.3,9.12
Diesel,95.97,494.8,6.83
Petrol,97.81,241.8,7.89
Diesel,101.99,312.5,7.33
Petrol,99.75,405.6,8.20
Diesel,100.81,366.8,7.29
Petrol,100.87,395.9,8.31
Diesel,97.25,183.3,6.88
Petrol,108.81,173.1,9.00
Diesel,92.15,403.5,6.43
Petrol,106.63,130.1,8.75
Diesel,99.16,240.9,6.99
Petrol,104.79,111.3,8.54
Diesel,93.62,152.7,6.45
Petrol,106.65,446.6,8.89
Diesel,91.94,125.9,6.19
Petrol,100.39,416.1,8.25
Diesel,93.08,264.3,6.51
Petrol,101.44,270.2,8.40
Diesel,90.56,304.6,6.31
Petrol,107.06,490.4,9.04
Diesel,102.08,138.8,7.22
Petrol,97.92,345.2,8.00
Diesel,103.20,157.8,7.37
Petrol,101.75,135.7,8.30
Diesel,101.74,402.8,7.32
Petrol,107.40,410.4,8.94
Diesel,96.33,435.9,6.95
Petrol,97.79,315.8,8.02
Diesel,99.12,206.5,7.07
Petrol,101.90,335.0,8.41
Diesel,97.88,287.4,6.86
Petrol,108.55,459.2,9.20
Diesel,99.35,100.8,6.94
Petrol,104.89,248.1,8.68
Diesel,97.81,423.8,6.97
Petrol,98.16,319.9,8.06
Diesel,98.06,190.5,6.92
Petrol,105.61,235.1,8.66
Diesel,98.78,393.8,7.08
Petrol,107.08,294.2,8.88
Diesel,96.79,308.8,6.85
Petrol,97.71,438.9,8.08
Diesel,96.33,476.8,6.96
Petrol,104.01,158.5,8.57
Diesel,99.33,426.9,7.14
Petrol,100.52,328.2,8.31
Diesel,94.80,298.9,6.68
Petrol,99.62,438.3,8.22
Diesel,100.94,450.8,7.24
Petrol,96.28,207.7,7.71
Diesel,92.97,450.6,6.57
Petrol,97.47,160.0,7.93
Diesel,91.24,274.3,6.38
Petrol,105.81,380.7,8.85
Diesel,101.33,101.3,7.06
Petrol,109.46,108.0,9.03
Diesel,99.33,221.8,6.96
Petrol,107.58,279.4,9.03
Diesel,98.83,190.7,6.99
Petrol,98.74,236.3,8.12
Diesel,96.86,273.0,6.85
Petrol,105.74,244.1,8.70
Diesel,93.61,324.6,6.58
Petrol,104.70,193.7,8.54
Diesel,100.75,356.8,7.29
Petrol,97.52,279.5,8.00
Diesel,93.94,427.9,6.71
Petrol,104.54,241.3,8.70
Diesel,103.99,254.0,7.46
Petrol,103.39,289.7,8.61
Diesel,92.41,457.1,6.44
Petrol,109.88,184.3,9.08
Diesel,103.10,145.5,7.35
Petrol,107.35,381.6,8.98
Diesel,101.94,118.1,7.12
Petrol,96.41,123.6,7.79
Diesel,92.70,308.9,6.51
Petrol,107.67,465.8,9.07
Diesel,91.59,452.0,6.36
Petrol,105.91,378.6,8.92
Diesel,101.78,391.9,7.27
Petrol,106.42,279.8,8.80
Diesel,90.56,410.6,6.31
Petrol,103.37,169.2,8.43
Diesel,92.79,288.4,6.38
Petrol,101.58,402.8,8.38
Diesel,102.53,487.9,7.44
Petrol,104.70,234.0,8.71
Diesel,92.03,235.2,6.44
Petrol,104.03,451.3,8.66
Diesel,92.66,191.1,6.37
Petrol,105.35,487.6,8.93
Diesel,95.20,143.5,6.61
Petrol,106.20,495.8,8.90
Diesel,95.25,366.7,6.70
Petrol,102.21,353.8,8.44
Diesel,95.67,386.1,6.71
Petrol,106.80,425.2,9.00
Diesel,99.09,187.9,6.96
Petrol,97.89,339.8,7.94
Diesel,95.08,286.4,6.74
Petrol,97.40,234.4,7.98
Diesel,102.84,312.6,7.40
Petrol,97.98,110.7,7.91
Diesel,99.97,166.4,7.13
Petrol,96.60,198.6,7.83
Diesel,98.44,380.6,7.07
Petrol,103.48,167.4,8.41
Diesel,92.91,267.5,6.44
Petrol,105.67,107.3,8.70
Diesel,98.12,194.6,6.89
Petrol,102.78,246.3,8.45
Diesel,95.38,210.0,6.62
Petrol,101.65,310.3,8.30
Diesel,103.18,205.5,7.40
Petrol,102.65,123.6,8.39
Diesel,100.45,342.5,7.28
Petrol,106.17,312.8,8.90
Diesel,95.71,431.4,6.77
Petrol,106.30,457.0,9.00
Diesel,97.43,190.7,6.83
Petrol,106.54,324.7,8.92
Diesel,91.95,191.1,6.37
Petrol,102.40,363.4,8.56
Diesel,94.73,179.6,6.51
Petrol,104.41,337.1,8.74
Diesel,96.64,393.2,6.85
Petrol,106.75,477.8,8.97
Diesel,100.87,441.4,7.33
Petrol,104.56,130.6,8.56
Diesel,93.16,359.6,6.51
Petrol,101.79,449.4,8.43
Diesel,98.26,175.6,6.93
Petrol,108.58,234.3,9.08
Diesel,101.86,215.6,7.33
Petrol,96.02,255.5,7.75
Diesel,100.11,423.0,7.16
Petrol,101.50,204.5,8.23
Diesel,97.81,405.1,6.95
Petrol,97.42,490.6,8.09
Diesel,91.20,311.0,6.26
Petrol,99.69,192.5,8.02
Diesel,98.25,469.7,7.04
Petrol,108.27,104.3,8.89
Diesel,92.84,330.3,6.46
Petrol,103.40,468.3,8.67
Diesel,96.50,409.8,6.86
Petrol,101.20,455.8,8.37
Diesel,94.22,433.2,6.65
Petrol,99.12,442.2,8.13
Diesel,90.24,295.3,6.17
Petrol,109.91,425.1,9.32
Diesel,99.52,333.4,7.02
Petrol,109.13,265.0,9.09
Diesel,90.10,438.1,6.35
Petrol,107.65,175.9,8.92
Diesel,100.68,111.8,7.14
Petrol,104.77,354.9,8.66
Diesel,93.41,385.5,6.59
Petrol,108.35,484.8,9.13
Diesel,98.70,246.6,6.90
Petrol,99.01,444.0,8.19
Diesel,92.68,183.7,6.43
Petrol,104.24,439.4,8.68
Diesel,98.37,310.4,6.96
Petrol,96.01,245.8,7.69
Diesel,96.61,287.7,6.83
Petrol,105.83,284.1,8.83
Diesel,93.76,256.0,6.59
Petrol,96.15,400.1,7.80
Diesel,92.38,419.0,6.51
Petrol,105.23,226.6,8.60
Diesel,95.54,416.9,6.87
Petrol,99.84,356.4,8.30
Diesel,102.91,169.5,7.26
Petrol,103.06,111.6,8.32
Diesel,101.77,197.2,7.20
Petrol,104.32,263.9,8.61
Diesel,100.57,467.7,7.36
Petrol,99.40,478.4,8.24
Diesel,99.40,172.3,6.99
Petrol,105.30,267.4,8.63
Diesel,100.02,475.4,7.18
Petrol,100.42,341.9,8.28
Diesel,90.82,179.3,6.26
Petrol,105.28,412.0,8.76
Diesel,99.03,405.7,7.08
Petrol,106.36,168.0,8.76
Diesel,100.50,330.5,7.17
Petrol,97.80,461.7,8.06
Diesel,91.96,161.2,6.36
Petrol,103.21,341.1,8.54
Diesel,97.30,203.4,6.87
Petrol,97.82,415.6,7.98
Diesel,102.62,309.9,7.40
Petrol,106.88,314.0,8.84
Diesel,99.30,137.0,6.90
Petrol,104.68,339.0,8.63
Diesel,91.52,472.5,6.36
Petrol,109.32,465.7,9.29
Diesel,99.29,334.7,7.00
Petrol,107.37,170.3,8.85
Diesel,100.17,317.4,7.17
Petrol,101.15,156.4,8.23
Diesel,97.43,306.2,6.98
Petrol,99.79,435.3,8.29
Diesel,102.17,489.2,7.36
Petrol,98.47,285.7,8.09
Diesel,93.61,308.0,6.55
Petrol,105.30,262.6,8.74
Diesel,96.29,328.0,6.77
Petrol,108.78,286.5,9.02
Diesel,90.79,135.7,6.15
Petrol,98.61,120.3,8.04
Diesel,98.62,218.6,7.03
Petrol,104.65,135.6,8.49
Diesel,92.89,435.4,6.48
Petrol,101.12,133.0,8.29
Diesel,101.21,294.8,7.17
Petrol,99.11,321.8,8.15
Diesel,102.55,124.7,7.19
Petrol,108.94,467.5,9.21
Diesel,92.48,347.1,6.38
Petrol,106.82,185.6,8.86
Diesel,94.15,373.1,6.71
Petrol,96.70,324.1,7.82
Diesel,102.05,356.0,7.34
Petrol,102.63,283.1,8.47
Diesel,98.10,133.6,6.85
Petrol,101.64,144.9,8.36
Diesel,91.12,433.7,6.39
Petrol,105.71,215.9,8.81
Diesel,101.96,376.8,7.33
Petrol,101.32,276.2,8.31
Diesel,90.46,273.5,6.25
Petrol,100.82,127.7,8.16
Diesel,90.27,400.5,6.36
Petrol,109.36,244.7,9.18
Diesel,93.14,269.2,6.49
Petrol,103.97,238.1,8.62
Diesel,91.17,409.8,6.38
Petrol,96.98,377.2,7.92
Diesel,93.00,341.2,6.48
Petrol,109.07,178.2,9.10
Diesel,101.06,292.1,7.17
Petrol,109.44,276.4,9.04
Diesel,103.21,193.9,7.28
Petrol,97.23,253.4,7.87
Diesel,90.74,150.2,6.17
Petrol,104.69,287.5,8.73
Diesel,95.39,214.0,6.62
Petrol,103.60,218.6,8.54
Diesel,103.52,485.1,7.61
Petrol,99.43,151.9,8.05
Diesel,90.09,134.3,6.12
Petrol,96.82,165.7,7.87
Diesel,100.00,205.9,7.16
Petrol,104.12,350.3,8.57
Diesel,101.48,498.5,7.37
Petrol,98.02,107.0,7.90
Diesel,102.70,337.4,7.34
Petrol,103.36,319.4,8.62
Diesel,97.30,199.0,6.76
Petrol,103.48,497.7,8.66
Diesel,93.97,379.5,6.55
Petrol,103.68,132.3,8.43
Diesel,101.28,497.6,7.45
Petrol,104.28,462.4,8.67
Diesel,102.39,422.0,7.45
Petrol,99.30,389.1,8.15
Diesel,93.85,428.5,6.71
Petrol,98.42,235.1,8.01
Diesel,94.65,292.3,6.63
Petrol,105.03,314.7,8.79
Diesel,99.77,172.3,6.99
Petrol,103.05,218.5,8.53
Diesel,90.08,208.6,6.23
Petrol,97.31,235.6,7.81
Diesel,98.49,226.3,6.98
Petrol,109.02,356.4,9.18
Diesel,93.51,214.3,6.48
Petrol,108.36,203.7,8.92
Diesel,97.46,144.3,6.77
Petrol,103.96,186.5,8.55
Diesel,100.65,164.0,7.10
Petrol,96.62,457.3,8.00
Diesel,103.07,252.4,7.39
Petrol,106.25,192.0,8.75
Diesel,95.39,172.6,6.62
Petrol,108.91,326.6,9.02
Diesel,101.88,260.8,7.34
Petrol,107.11,257.7,8.84
Diesel,95.49,426.0,6.86
Petrol,97.37,488.4,7.99
Diesel,97.93,275.0,6.84
Petrol,100.41,233.1,8.14
Diesel,97.92,324.8,6.94
Petrol,109.47,498.7,9.22
Diesel,93.29,307.4,6.43
Petrol,97.03,299.2,7.83
Diesel,99.67,344.3,7.13
Petrol,100.74,387.8,8.38
Diesel,100.65,486.7,7.35
Petrol,98.89,360.9,8.05
Diesel,101.25,434.3,7.31
Petrol,100.52,166.5,8.22
Diesel,95.54,128.0,6.67
Petrol,100.24,242.4,8.10
Diesel,98.39,454.7,7.05
Petrol,104.11,323.5,8.69
Diesel,92.73,227.5,6.38
Petrol,107.81,262.7,8.93
Diesel,98.98,190.9,7.01
Petrol,99.37,321.9,8.13
Diesel,95.78,243.8,6.78
Petrol,100.82,163.3,8.14
Diesel,101.90,464.7,7.38
Petrol,99.69,370.9,8.20
Diesel,93.20,255.0,6.43
Petrol,103.56,395.8,8.67
Diesel,95.73,172.4,6.64
Petrol,108.46,104.4,8.90
Diesel,100.66,484.0,7.29
Petrol,96.70,372.8,7.99
Diesel,91.04,162.0,6.22
Petrol,102.76,456.0,8.66
Diesel,91.33,202.0,6.31
Petrol,99.42,391.8,8.22
Diesel,97.33,472.8,7.01
Petrol,108.45,346.0,8.99
Diesel,91.48,140.6,6.24
Petrol,108.40,432.7,9.10
Diesel,103.41,309.3,7.42
Petrol,104.07,333.2,8.57
Diesel,100.25,420.1,7.18
Petrol,101.78,175.5,8.31
Diesel,102.78,398.4,7.45
Petrol,99.61,278.0,8.15
Diesel,91.46,165.9,6.25
Petrol,106.65,246.5,8.76
Diesel,99.69,448.9,7.16
Petrol,101.74,477.6,8.49
Diesel,96.32,175.6,6.68
Petrol,97.98,309.9,7.98
Diesel,99.07,307.4,7.08
Petrol,103.43,304.9,8.62
Diesel,95.84,144.3,6.69
Petrol,97.67,490.5,8.15
Diesel,97.30,439.0,6.99
Petrol,96.04,412.5,7.90
Diesel,102.91,178.9,7.26
Petrol,99.78,453.7,8.31
Diesel,101.95,229.0,7.33
Petrol,105.09,484.7,8.91
Diesel,92.79,408.6,6.47
Petrol,97.83,344.1,8.09
Diesel,101.38,329.5,7.30
Petrol,103.31,237.5,8.45
Diesel,94.70,329.1,6.72
Petrol,102.66,455.2,8.49
Diesel,102.94,279.3,7.37
Petrol,105.19,187.5,8.62
Diesel,92.94,251.2,6.47
Petrol,109.46,370.8,9.13
Diesel,91.02,407.1,6.30
Petrol,106.41,468.1,8.89
Diesel,99.07,256.4,6.97
Petrol,106.22,176.2,8.69
Diesel,90.20,260.2,6.26
Petrol,108.62,473.7,9.13
Diesel,101.40,250.9,7.22
Petrol,106.64,390.1,8.92
Diesel,98.29,317.1,6.99
Petrol,108.51,468.4,9.10
Diesel,94.09,440.6,6.74
Petrol,102.48,279.6,8.45
Diesel,91.49,336.9,6.39
Petrol,105.68,431.4,8.85
Diesel,102.03,177.8,7.20
Petrol,98.80,356.7,8.17
Diesel,96.64,223.2,6.76
Petrol,100.51,158.7,8.13
Diesel,100.57,225.4,7.05
Petrol,104.89,160.5,8.58
Diesel,99.13,401.5,7.10
Petrol,96.07,274.9,7.76
Diesel,94.35,320.7,6.70
Petrol,99.88,418.0,8.23
Diesel,99.23,149.2,6.98
Petrol,109.13,460.2,9.21
Diesel,93.58,256.8,6.58
Petrol,106.28,267.9,8.83
Diesel,101.04,488.0,7.37
Petrol,104.36,383.0,8.62
Diesel,97.47,288.5,6.88
Petrol,99.84,115.7,8.00
Diesel,90.38,441.7,6.37
Petrol,108.86,455.7,9.11
Diesel,102.13,178.8,7.26
Petrol,97.42,365.2,7.90
Diesel,100.51,427.1,7.24
Petrol,103.16,251.7,8.53
Diesel,96.67,467.2,6.89
Petrol,108.00,186.7,8.93
Diesel,98.88,385.7,7.14
Petrol,107.43,397.4,8.97
Diesel,102.62,253.9,7.27
Petrol,102.64,464.2,8.48
Diesel,100.83,234.8,7.17
Petrol,107.35,447.0,8.97
Diesel,91.40,374.7,6.34
Petrol,105.54,438.3,8.91
Diesel,100.12,108.8,6.95
Petrol,105.54,419.2,8.76
Diesel,100.37,168.1,7.11
Petrol,100.06,214.0,8.10
Diesel,93.44,120.3,6.40
Petrol,98.65,180.2,7.95
Diesel,103.16,210.7,7.44
Petrol,101.13,395.1,8.29
Diesel,93.59,366.3,6.49
Petrol,97.56,402.7,8.02
Diesel,92.24,481.1,6.58
Petrol,109.36,137.4,9.08
Diesel,93.24,187.9,6.45
Petrol,109.48,393.4,9.25
Diesel,95.72,293.6,6.65
Petrol,100.59,326.1,8.33
Diesel,100.77,464.4,7.30
Petrol,96.40,396.5,7.91
Diesel,103.75,242.4,7.40
Petrol,96.70,270.0,7.79
Diesel,90.99,351.7,6.31
Petrol,97.51,151.8,7.83
Diesel,94.29,216.4,6.63
Petrol,106.25,483.0,9.02
Diesel,99.68,490.9,7.22
Petrol,98.34,483.1,8.10
Diesel,103.86,471.5,7.52
Petrol,99.27,237.0,8.15
Diesel,90.61,152.6,6.12
Petrol,100.19,488.9,8.37
Diesel,96.12,172.7,6.74
Petrol,102.37,456.7,8.46
Diesel,94.58,220.5,6.55
Petrol,106.08,108.4,8.65
Diesel,102.04,114.7,7.29
Petrol,103.08,235.0,8.52
Diesel,90.36,426.2,6.29
Petrol,96.43,123.9,7.74
Diesel,90.44,434.8,6.28
Petrol,103.95,125.5,8.58
Diesel,91.69,103.0,6.21
Petrol,99.07,218.1,8.11
Diesel,92.61,194.6,6.30
Petrol,102.14,436.0,8.52
Diesel,102.59,208.0,7.39
Petrol,107.57,249.7,8.89
Diesel,102.49,315.4,7.42
Petrol,102.26,209.3,8.31
Diesel,94.75,262.6,6.55
Petrol,100.18,269.3,8.12
Diesel,101.45,403.7,7.28
Petrol,100.99,339.7,8.24
Diesel,103.37,356.0,7.52
Petrol,98.49,227.7,7.93
Diesel,99.50,334.8,7.19
Petrol,106.38,152.5,8.80
Diesel,98.24,181.9,6.89
Petrol,109.74,370.1,9.22
Diesel,92.86,369.3,6.55
Petrol,98.27,452.1,8.19
Diesel,99.15,455.1,7.20
Petrol,96.43,348.5,7.80
Diesel,95.87,317.1,6.79
Petrol,108.52,448.6,9.18
Diesel,97.90,385.9,6.93
Petrol,105.70,407.5,8.87
Diesel,92.54,339.2,6.42
Petrol,100.65,384.0,8.27
Diesel,98.29,434.6,6.98
Petrol,105.97,161.0,8.79
Diesel,93.91,417.2,6.68
Petrol,107.94,309.6,8.99
Diesel,94.03,359.2,6.69
Petrol,108.53,229.0,9.03
Diesel,91.66,377.6,6.37
Petrol,106.20,266.8,8.88
Diesel,94.29,304.5,6.67
Petrol,96.67,492.4,7.94
Diesel,98.58,228.5,6.90
Petrol,104.33,275.3,8.67
Diesel,103.96,382.7,7.53
Petrol,106.43,346.2,8.79
Diesel,103.64,384.4,7.46
Petrol,107.03,261.9,8.81
Diesel,100.08,214.5,7.04
Petrol,105.62,185.4,8.61
Diesel,102.39,445.4,7.42
Petrol,97.73,262.4,7.98
Diesel,90.30,192.4,6.22
Petrol,102.69,196.0,8.35
Diesel,93.55,377.3,6.52
Petrol,98.54,459.2,8.17
Diesel,92.77,249.6,6.35
Petrol,99.57,401.8,8.26
Diesel,100.78,307.5,7.13
Petrol,106.97,231.1,8.89
Diesel,90.10,470.4,6.24
Petrol,98.27,383.9,8.09
Diesel,95.11,449.4,6.73
Petrol,106.49,389.3,8.88
Diesel,93.73,298.6,6.54
Petrol,109.83,313.5,9.23
Diesel,102.75,315.5,7.37
Petrol,105.24,295.6,8.78
Diesel,103.12,352.0,7.38
Petrol,105.99,241.3,8.83
Diesel,97.48,195.1,6.90
Petrol,97.64,288.3,7.92
Diesel,91.33,136.8,6.31
Petrol,104.89,426.6,8.68
Diesel,94.41,279.4,6.62
Petrol,105.72,495.4,8.85
Diesel,93.29,412.8,6.66
Petrol,101.53,449.1,8.49
Diesel,94.29,238.8,6.55
Petrol,99.76,189.8,8.03
Diesel,96.52,360.6,6.85
Petrol,101.79,186.0,8.31
Diesel,96.74,159.7,6.66
Petrol,98.20,457.3,8.10
Diesel,100.19,210.4,7.13
Petrol,101.09,238.0,8.19
Diesel,92.64,197.2,6.41
Petrol,107.91,291.4,9.00
Diesel,102.63,155.7,7.26
Petrol,97.60,424.2,7.97
Diesel,102.28,430.5,7.48
Petrol,108.66,167.8,8.93
Diesel,97.06,460.5,6.90
Petrol,98.31,185.2,8.02
Diesel,93.25,131.1,6.47
Petrol,103.60,367.0,8.62
Diesel,90.93,477.2,6.30
Petrol,101.55,131.9,8.34
Diesel,96.14,345.8,6.74
Petrol,109.29,304.5,9.05
Diesel,91.68,246.8,6.30
Petrol,108.63,212.2,8.93
Diesel,98.04,429.5,6.95
Petrol,103.81,443.8,8.66
Diesel,101.30,109.3,7.05
Petrol,107.23,347.4,8.93
Diesel,99.56,243.8,7.05
Petrol,106.76,119.0,8.83
Diesel,91.70,292.2,6.40
Petrol,108.40,286.3,9.04
Diesel,103.88,322.1,7.48
Petrol,98.21,118.0,7.97
Diesel,97.01,232.2,6.86
Petrol,107.50,487.4,9.12
Diesel,96.86,303.6,6.76
Petrol,103.82,335.8,8.52
Diesel,103.32,354.4,7.56
Petrol,106.81,206.6,8.76
Diesel,98.45,240.7,6.92
Petrol,102.60,412.1,8.58
Diesel,94.49,375.4,6.64
Petrol,103.72,326.4,8.55
Diesel,90.75,359.6,6.39
Petrol,98.58,220.7,7.97
Diesel,98.45,444.3,7.05
Petrol,104.79,211.3,8.63
Diesel,100.97,325.4,7.30
Petrol,105.66,473.9,8.93
Diesel,97.83,187.8,6.82
Petrol,99.34,321.6,8.18
Diesel,97.37,111.5,6.78
Petrol,109.96,300.5,9.16
Diesel,96.80,475.6,7.02
Petrol,106.91,301.8,8.97
Diesel,91.10,407.0,6.34
Petrol,105.91,167.4,8.69
Diesel,100.65,490.3,7.23
Petrol,106.93,375.1,8.89
Diesel,102.73,352.3,7.46
Petrol,103.39,496.9,8.63
Diesel,90.22,426.2,6.22
Petrol,99.99,362.9,8.20
Diesel,100.33,342.7,7.16
Petrol,97.55,156.9,7.84
Diesel,98.34,101.7,6.78
Petrol,109.31,344.6,9.10
Diesel,96.94,440.4,6.85
Petrol,108.36,291.0,9.04
Diesel,98.68,398.3,7.04
Petrol,100.67,135.1,8.23
Diesel,97.37,483.1,7.07
Petrol,104.35,405.6,8.73
Diesel,101.84,417.4,7.30
Petrol,96.86,488.1,8.01
Diesel,90.64,360.0,6.36
Petrol,106.28,174.2,8.79
Diesel,92.21,483.4,6.43
Petrol,104.21,113.0,8.44
Diesel,94.14,153.0,6.47
Petrol,103.23,366.1,8.64
Diesel,103.05,261.6,7.39
Petrol,102.85,333.9,8.45
Diesel,95.49,499.5,6.78
Petrol,101.18,142.1,8.28
Diesel,90.80,273.7,6.33
Petrol,102.85,434.8,8.62
Diesel,100.43,454.1,7.27
Petrol,105.20,170.3,8.58
Diesel,101.92,475.8,7.49
Petrol,107.28,220.4,8.90
Diesel,94.92,231.5,6.55
Petrol,98.78,151.8,8.00
Diesel,90.60,322.7,6.19
Petrol,105.09,236.8,8.61
Diesel,96.21,415.3,6.91
Petrol,98.81,311.7,8.11
Diesel,93.65,422.6,6.58
Petrol,103.14,408.8,8.63
Diesel,94.92,209.8,6.55
Petrol,101.45,355.2,8.40
Diesel,93.63,334.8,6.59
Petrol,104.53,107.4,8.59
Diesel,99.66,443.5,7.15
Petrol,100.40,278.4,8.19
Diesel,100.67,138.2,7.10
Petrol,101.23,185.7,8.23
Diesel,93.86,360.1,6.58
Petrol,100.58,317.9,8.27
Diesel,94.70,436.3,6.73
Petrol,100.87,438.8,8.43
Diesel,94.73,361.3,6.75
Petrol,101.88,256.1,8.41
Diesel,96.84,433.7,6.96
Petrol,97.08,304.4,7.94
Diesel,94.11,478.5,6.66
Petrol,96.21,399.2,7.91
Diesel,93.32,491.3,6.54
Petrol,107.77,145.5,8.97
Diesel,93.29,472.8,6.53
Petrol,98.85,209.3,7.97
Diesel,93.08,236.8,6.36
Petrol,102.30,490.6,8.60
Diesel,95.06,237.0,6.67
Petrol,107.04,453.8,8.97
Diesel,98.65,179.6,6.87
Petrol,106.36,113.3,8.74
Diesel,91.87,228.3,6.26
Petrol,108.33,144.5,9.01
Diesel,101.12,298.8,7.24
Petrol,109.03,174.1,9.02
Diesel,99.98,214.2,7.09
Petrol,104.28,442.9,8.65
Diesel,99.22,437.6,7.22
Petrol,103.95,361.3,8.61
Diesel,103.60,279.4,7.38
Petrol,105.53,189.2,8.76
Diesel,101.88,298.0,7.37
Petrol,102.21,127.9,8.40
Diesel,91.19,235.7,6.22
Petrol,98.00,362.1,8.03
Diesel,93.54,272.3,6.45
Petrol,99.46,130.3,8.06
Diesel,101.46,110.5,7.12
Petrol,109.58,132.5,9.00
Diesel,98.80,326.4,7.06
Petrol,105.62,463.7,8.89
Diesel,100.85,145.7,7.07
Petrol,104.75,133.1,8.61
Diesel,97.83,207.5,6.82
Petrol,104.52,302.8,8.66
Diesel,103.14,306.2,7.37
Petrol,102.86,225.8,8.39
Diesel,93.48,389.6,6.55
Petrol,102.92,444.6,8.52
Diesel,98.02,451.2,7.02
Petrol,105.94,425.9,8.87
Diesel,93.99,258.9,6.53
Petrol,103.95,247.3,8.57
Diesel,92.88,351.3,6.47
Petrol,102.54,375.1,8.55
Diesel,95.37,184.1,6.63
Petrol,107.53,112.7,8.85
Diesel,90.01,155.6,6.07
Petrol,102.23,275.7,8.35
Diesel,94.06,212.2,6.48
Petrol,97.08,120.8,7.75
Diesel,93.87,439.8,6.63
Petrol,105.97,229.4,8.68
Diesel,91.23,248.2,6.22
Petrol,105.07,213.7,8.69
Diesel,102.25,412.5,7.32
Petrol,103.92,144.5,8.53
Diesel,99.49,399.7,7.20
Petrol,107.87,383.7,9.07
Diesel,93.53,436.1,6.69
Petrol,99.43,211.0,8.02
Diesel,94.04,151.4,6.50
Petrol,98.01,176.3,7.99
Diesel,94.94,368.4,6.77
Petrol,101.73,394.3,8.46
Diesel,95.86,241.2,6.77
Petrol,103.91,328.0,8.64
Diesel,92.08,389.9,6.39
Petrol,104.42,259.9,8.58
Diesel,95.02,271.3,6.58
Petrol,106.89,284.1,8.88
Diesel,92.12,437.3,6.41
Petrol,96.83,243.6,7.79
Diesel,91.54,392.5,6.41
Petrol,98.77,184.9,8.00
Diesel,100.70,207.2,7.05
Petrol,98.59,271.8,8.02
Diesel,101.50,374.7,7.27
Petrol,100.20,138.4,8.13
Diesel,102.86,374.9,7.48
